review_id,product,rating,review_text,clean_review,sentiment,label,review_type
939,LED Monitor,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
940,Portable Charger,1,Works as advertised.,works as advertised.,Negative,0,Genuine
941,Wireless Earbuds,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
942,LED Monitor,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
943,Gaming Mouse,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
944,Wireless Earbuds,5,Good value for money.,good value for money.,Positive,2,Genuine
945,Wireless Earbuds,1,Good value for money.,good value for money.,Negative,0,Genuine
946,LED Monitor,1,Good value for money.,good value for money.,Negative,0,Genuine
947,LED Monitor,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
948,Bluetooth Speaker,1,Would not buy again.,would not buy again.,Negative,0,Genuine
949,Wireless Earbuds,3,Good value for money.,good value for money.,Neutral,1,Genuine
950,Fitness Tracker,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
951,Mechanical Keyboard,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
952,Portable Charger,1,Good value for money.,good value for money.,Negative,0,Genuine
953,Smartwatch,2,Would not buy again.,would not buy again.,Negative,0,Genuine
954,Laptop Stand,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
955,Fitness Tracker,2,Works as advertised.,works as advertised.,Negative,0,Genuine
956,Mechanical Keyboard,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
957,Wireless Earbuds,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
958,Fitness Tracker,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
959,Fitness Tracker,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
960,Bluetooth Speaker,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
961,Smartwatch,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
962,Gaming Mouse,1,Would not buy again.,would not buy again.,Negative,0,Genuine
963,Fitness Tracker,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
964,Fitness Tracker,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
965,Gaming Mouse,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
966,Gaming Mouse,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
967,Smartphone Case,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
968,Smartphone Case,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
969,Gaming Mouse,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
970,Smartphone Case,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
971,Wireless Earbuds,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
972,Fitness Tracker,2,Good value for money.,good value for money.,Negative,0,Genuine
973,Fitness Tracker,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
974,Gaming Mouse,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
975,Bluetooth Speaker,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
976,Smartphone Case,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
977,Laptop Stand,2,Would not buy again.,would not buy again.,Negative,0,Genuine
978,Gaming Mouse,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
979,Portable Charger,3,Good value for money.,good value for money.,Neutral,1,Genuine
980,LED Monitor,4,Would not buy again.,would not buy again.,Positive,2,Genuine
981,Smartwatch,4,Would not buy again.,would not buy again.,Positive,2,Genuine
982,Mechanical Keyboard,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
983,Fitness Tracker,1,Good value for money.,good value for money.,Negative,0,Genuine
984,Gaming Mouse,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
985,Bluetooth Speaker,4,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
986,Wireless Earbuds,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
987,LED Monitor,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
988,Smartphone Case,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
989,LED Monitor,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
990,Gaming Mouse,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
991,Fitness Tracker,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
992,Portable Charger,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
993,Portable Charger,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
994,Bluetooth Speaker,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
995,Mechanical Keyboard,1,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
996,Laptop Stand,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
997,Bluetooth Speaker,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
998,Laptop Stand,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
999,Gaming Mouse,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
1000,Smartphone Case,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
